Current (uA),rx timestamp (us),board timestamps (ms)
908.5,42956915,42000
905.5,42956915,42000
907.6,42957955,42000
909.4,42958987,42000
906.8,42960003,42000
911.4,42960978,42000
908.2,42961978,42000
905.2,42962992,42000
906.8,42964004,42000
904.6,42965008,42000
905.4,42965990,42000
907.4,42965990,42000
904.3,42968499,42000
909.6,42969425,42000
909.1,42970462,42000
907.7,42970462,42000
908.4,42972645,42000
909.1,42972645,42000
905.7,42974045,42000
906.6,42974045,42000
906.9,42976050,42000
909.6,42977046,42000
909.1,42978044,42000
909.9,42978044,42000
909.9,42980045,42000
907.7,42980045,42000
908.8,42982043,42000
905.5,42982043,42000
909.0,42984581,42000
905.9,42984581,42000
909.6,42986271,42000
909.2,42986271,42000
908.4,42988721,42000
908.6,42988721,42000
907.6,42990848,42000
909.6,42990848,42000
909.0,42992721,42000
909.2,42992721,42000
909.9,42993789,42000
907.4,42993789,42000
906.9,42995790,42000
904.2,42996829,43000
906.1,42998613,43000
909.4,42999009,43000
907.6,42999712,43000
905.5,42999712,43000
907.6,43001889,43000
905.5,43001889,43000
909.9,43003899,43000
907.7,43003899,43000
909.9,43006304,43000
909.9,43006304,43000
912.1,43008325,43000
907.7,43008325,43000
909.7,43010327,43000
907.7,43010327,43000
909.4,43012331,43000
911.9,43012331,43000
902.1,43014269,43000
907.6,43014770,43000
909.4,43016321,43000
907.0,43016321,43000
909.1,43017638,43000
909.8,43018624,43000
907.7,43020620,43000
906.1,43020620,43000
907.7,43022257,43000
909.8,43022257,43000
903.9,43024211,43000
907.7,43024211,43000
905.1,43026210,43000
907.6,43026766,43000
909.2,43028530,43000
908.9,43029033,43000
912.2,43030093,43000
908.8,43030093,43000
910.0,43032326,43000
909.0,43032326,43000
907.6,43034326,43000
908.8,43034326,43000
908.1,43035827,43000
908.8,43035827,43000
904.7,43038091,43000
907.9,43038091,43000
906.9,43040114,43000
909.7,43040796,43000
909.2,43042066,43000
907.6,43042066,43000
909.8,43043951,43000
907.5,43043951,43000
909.9,43046666,43000
909.0,43046666,43000
905.2,43048833,43000
906.2,43049184,43000
909.2,43050235,43000
907.6,43050235,43000
909.9,43052254,43000
909.9,43052254,43000
909.8,43054255,43000
909.7,43054255,43000
906.7,43056293,43000
906.4,43056293,43000
906.5,43058228,43000
904.7,43058228,43000
908.3,43060264,43000
904.8,43060264,43000
909.7,43062148,43000
909.0,43062148,43000
908.7,43064187,43000
909.6,43064187,43000
909.2,43065703,43000
909.9,43065703,43000
910.0,43067927,43000
909.7,43067927,43000
907.7,43069488,43000
909.5,43069488,43000
904.3,43071484,43000
908.8,43071484,43000
907.6,43073485,43000
905.4,43073485,43000
907.1,43075485,43000
905.2,43075485,43000
909.9,43078157,43000
909.6,43079158,43000
909.6,43080174,43000
909.9,43081212,43000
909.9,43081212,43000
907.1,43083203,43000
909.8,43083203,43000
907.4,43086150,43000
906.7,43086150,43000
907.4,43087940,43000
904.7,43087940,43000
909.5,43089945,43000
905.6,43089945,43000
909.7,43092025,43000
909.5,43092544,43000
909.2,43093027,43000
906.8,43093027,43000
906.9,43095320,43000
909.1,43095320,43000
908.4,43097594,43000
906.9,43097594,43000
907.5,43099597,43000
907.7,43099597,43000
906.6,43101593,43000
908.8,43101593,43000
901.6,43103660,43000
906.7,43103660,43000
909.5,43105595,43000
908.7,43105595,43000
909.2,43107601,43000
910.6,43108329,43000
906.9,43109349,43000
909.7,43109349,43000
906.9,43111346,43000
910.0,43111346,43000
909.9,43113351,43000
909.9,43113351,43000
908.9,43115373,43000
909.8,43115373,43000
907.4,43117736,43000
908.0,43117736,43000
907.0,43119766,43000
907.6,43119766,43000
909.8,43121758,43000
910.4,43121758,43000
909.1,43123422,43000
909.2,43123896,43000
907.6,43125964,43000
910.1,43125964,43000
909.9,43126963,43000
909.9,43126963,43000
912.2,43128980,43000
907.0,43129965,43000
907.4,43130973,43000
909.9,43130973,43000
910.6,43132977,43000
909.9,43132977,43000
906.7,43135967,43000
909.9,43135967,43000
909.2,43137316,43000
906.1,43137316,43000
911.2,43139384,43000
909.2,43139384,43000
909.9,43141367,43000
910.7,43141367,43000
909.2,43143320,43000
909.8,43143320,43000
908.9,43145317,43000
911.3,43145317,43000
909.6,43147358,43000
909.7,43147358,43000
908.3,43149398,43000
907.8,43149398,43000
908.9,43151319,43000
911.4,43151319,43000
909.9,43153315,43000
907.6,43153315,43000
907.1,43155463,43000
909.7,43155463,43000
909.9,43157500,43000
908.4,43157590,43000
909.2,43158725,43000
907.2,43158725,43000
907.5,43161088,43000
909.0,43161088,43000
909.3,43163208,43000
902.2,43163208,43000
908.5,43165462,43000
909.8,43165462,43000
908.9,43167462,43000
904.8,43167462,43000
908.9,43168899,43000
906.9,43168899,43000
908.0,43171508,43000
909.9,43171508,43000
905.5,43173509,43000
906.2,43173509,43000
910.7,43174491,43000
912.4,43175515,43000
909.9,43177496,43000
909.2,43177496,43000
910.7,43179492,43000
909.5,43179492,43000
905.5,43180511,43000
909.1,43180511,43000
907.4,43183057,43000
910.0,43183057,43000
905.2,43185295,43000
910.0,43185424,43000
908.0,43186692,43000
907.0,43186692,43000
911.9,43188975,43000
909.9,43188975,43000
907.7,43190878,43000
910.0,43190878,43000
910.0,43192863,43000
909.0,43192863,43000
907.7,43194955,43000
908.4,43194955,43000
907.4,43196874,43000
909.9,43196874,43000
907.7,43198843,43000
907.6,43198843,43000
909.7,43201402,43000
910.5,43201402,43000
904.5,43203323,43000
907.7,43203323,43000
909.9,43204638,43000
913.4,43205656,43000
911.2,43206652,43000
910.2,43207651,43000
907.2,43208730,43000
907.0,43208730,43000
909.9,43210662,43000
903.1,43210662,43000
906.7,43212672,43000
909.6,43212672,43000
910.0,43214758,43000
909.7,43214758,43000
909.9,43216891,43000
905.0,43218898,43000
907.0,43218898,43000
907.0,43220975,43000
908.2,43220975,43000
907.5,43223125,43000
909.8,43223125,43000
907.4,43224191,43000
907.7,43225109,43000
914.1,43226151,43000
907.0,43227108,43000
904.7,43228110,43000
901.8,43228110,43000
904.8,43230108,43000
908.3,43231107,43000
903.7,43232122,43000
909.3,43233115,43000
904.7,43234108,43000
904.5,43235111,43000
909.0,43236111,43000
907.8,43237393,43000
908.0,43238764,43000
909.9,43238764,43000
904.5,43240641,43000
909.7,43240641,43000
908.7,43242520,43000
907.7,43242520,43000
909.9,43244585,43000
904.3,43244585,43000
908.4,43247215,43000
907.4,43247632,43000
905.4,43248653,43000
907.4,43248653,43000
906.9,43250650,43000
907.4,43250650,43000
909.2,43252650,43000
908.9,43252650,43000
904.7,43254668,43000
909.7,43254668,43000
909.9,43256651,43000
909.9,43256651,43000
908.7,43258838,43000
908.9,43258838,43000
902.9,43259963,43000
905.6,43259963,43000
909.2,43261983,43000
909.6,43263000,43000
909.2,43263955,43000
909.4,43265076,43000
909.1,43266757,43000
909.1,43267022,43000
908.0,43268257,43000
906.9,43268257,43000
906.4,43270663,43000
903.5,43270663,43000
906.6,43272670,43000
905.6,43272670,43000
907.5,43273689,43000
908.9,43274671,43000
909.3,43275744,43000
906.1,43276686,43000
909.4,43278011,43000
904.9,43279140,43000
906.2,43280244,43000
909.0,43280244,43000
907.7,43282209,43000
906.9,43282209,43000
909.0,43284231,43000
902.1,43284231,43000
907.7,43286216,43000
905.7,43286216,43000
907.7,43288335,43000
902.7,43288335,43000
909.7,43290357,43000
906.5,43290357,43000
909.3,43292346,43000
909.7,43292346,43000
908.8,43294348,43000
904.9,43294348,43000
907.7,43296345,43000
906.2,43296345,43000
903.7,43298659,43000
905.8,43298659,43000
903.8,43300209,43000
909.2,43300209,43000
906.9,43302165,43000
908.2,43302165,43000
907.5,43304276,43000
907.4,43304276,43000
906.6,43306410,43000
908.6,43306410,43000
909.8,43308406,43000
909.9,43308406,43000
909.6,43310098,43000
907.4,43310098,43000
905.5,43312311,43000
909.2,43312311,43000
909.1,43314391,43000
907.2,43314391,43000
908.6,43316322,43000
906.2,43316322,43000
907.6,43318325,43000
908.9,43318325,43000
910.1,43320389,43000
910.1,43320389,43000
909.1,43322324,43000
909.9,43322324,43000
908.2,43323402,43000
909.5,43324343,43000
906.9,43326322,43000
907.2,43326322,43000
907.0,43327377,43000
909.6,43328321,43000
905.3,43329322,43000
906.2,43330325,43000
909.2,43332137,43000
908.0,43332137,43000
906.1,43334322,43000
906.4,43334322,43000
909.8,43336361,43000
902.9,43336361,43000
908.7,43337785,43000
909.3,43337785,43000
903.2,43339881,43000
907.7,43341012,43000
904.0,43341012,43000
907.1,43342284,43000
908.1,43344284,43000
909.7,43344284,43000
905.7,43345360,43000
913.6,43346284,43000
909.7,43347373,43000
906.6,43348285,43000
907.3,43350285,43000
908.7,43350285,43000
908.1,43351375,43000
909.9,43352286,43000
912.1,43353870,43000
910.1,43353870,43000
910.7,43356421,43000
909.9,43357562,43000
907.4,43357562,43000
907.4,43359440,43000
909.0,43359440,43000
906.7,43361441,43000
909.2,43361441,43000
906.1,43363919,43000
911.2,43363919,43000
904.6,43365899,43000
904.2,43365899,43000
903.3,43367499,43000
902.9,43367499,43000
906.0,43369585,43000
905.6,43369585,43000
905.0,43371562,43000
905.2,43372496,43000
905.8,43373568,43000
903.4,43374505,43000
906.2,43375577,43000
907.6,43375577,43000
909.4,43377563,43000
907.7,43377563,43000
909.9,43379686,43000
907.4,43379686,43000
908.9,43381811,43000
907.3,43381811,43000
906.6,43384010,43000
909.8,43384010,43000
904.7,43385121,43000
909.1,43386020,43000
903.3,43388030,43000
908.7,43388030,43000
901.7,43389114,43000
907.5,43390020,43000
906.6,43391020,43000
903.8,43391020,43000
907.3,43393089,43000
908.8,43393089,43000
907.6,43395093,43000
907.6,43395093,43000
908.4,43398020,43000
910.8,43398020,43000
909.9,43399127,43000
909.8,43400019,43000
912.1,43401202,43000
909.9,43401202,43000
904.6,43403601,43000
909.7,43403601,43000
913.4,43405468,43000
906.7,43405468,43000
907.8,43408205,43000
903.9,43408205,43000
906.9,43409684,43000
911.1,43409684,43000
909.7,43410731,43000
904.9,43411804,43000
907.6,43413811,43000
905.1,43413811,43000
908.4,43415802,43000
909.8,43415802,43000
909.3,43417807,43000
909.3,43418000,43000
906.5,43419401,43000
909.6,43419401,43000
905.4,43421398,43000
905.0,43421398,43000
909.7,43423405,43000
908.2,43423405,43000
909.5,43425458,43000
909.2,43425458,43000
909.8,43427863,43000
906.7,43427863,43000
909.9,43429598,43000
911.5,43429598,43000
909.9,43431555,43000
904.5,43431555,43000
909.7,43434181,43000
909.2,43434181,43000
907.7,43435266,43000
908.8,43435266,43000
909.0,43437348,43000
909.6,43437348,43000
911.5,43439445,43000
909.9,43439445,43000
909.7,43441473,43000
909.2,43441473,43000
909.1,43443427,43000
906.9,43443427,43000
909.7,43445466,43000
908.4,43445466,43000
909.2,43447815,43000
907.7,43447815,43000
909.7,43448923,43000
907.5,43448923,43000
908.2,43451034,43000
906.5,43451034,43000
907.4,43453128,43000
909.0,43453128,43000
909.2,43455121,43000
909.7,43455121,43000
907.4,43457607,43000
906.7,43457607,43000
905.1,43459666,43000
904.5,43459666,43000
903.1,43460701,43000
908.2,43461664,43000
907.4,43463667,43000
907.2,43463667,43000
907.6,43465619,43000
910.7,43465619,43000
903.5,43466708,43000
908.4,43467610,43000
908.7,43469365,43000
905.7,43469365,43000
906.6,43471388,43000
910.6,43471388,43000
903.1,43473337,43000
907.4,43474361,43000
907.1,43475376,43000
909.3,43475376,43000
909.1,43477638,43000
906.5,43477638,43000
908.8,43479200,43000
909.3,43479200,43000
912.0,43481331,43000
909.2,43481331,43000
907.7,43483253,43000
909.4,43483253,43000
907.2,43485147,43000
906.2,43485147,43000
909.2,43487167,43000
907.6,43487167,43000
906.2,43488570,43000
908.8,43488570,43000
906.8,43490614,43000
906.5,43490614,43000
904.8,43492682,43000
909.9,43492682,43000
909.2,43494571,43000
909.9,43496807,43000
905.1,43496807,43000
907.4,43499219,43000
904.9,43500302,43000
909.9,43501277,43000
905.8,43501277,43000
907.6,43502974,43000
907.4,43502974,43000
909.8,43504976,43000
903.9,43504976,43000
909.6,43507289,43000
907.0,43507773,43000
911.4,43508399,43000
909.1,43508399,43000
907.7,43510722,43000
907.6,43510722,43000
906.9,43512744,43000
908.7,43512744,43000
907.7,43514828,43000
909.8,43515807,43000
904.6,43516772,43000
903.3,43516772,43000
908.1,43519248,43000
908.1,43519248,43000
907.3,43520277,43000
907.7,43521241,43000
909.1,43523190,43000
907.6,43523190,43000
910.9,43524220,43000
907.2,43525235,43000
908.5,43526283,43000
909.9,43527230,43000
907.1,43529026,43000
907.4,43529026,43000
909.4,43529991,43000
909.9,43530964,43000
909.9,43532598,43000
911.5,43532598,43000
907.5,43534639,43000
909.7,43534639,43000
906.0,43536600,43000
905.4,43536600,43000
907.5,43538879,43000
909.2,43538879,43000
909.9,43539906,43000
909.6,43540880,43000
905.6,43541926,43000
909.1,43543030,43000
907.7,43544113,43000
909.9,43544113,43000
907.7,43546132,43000
909.2,43546132,43000
915.1,43547963,43000
911.9,43548984,43000
908.5,43549987,43000
907.8,43549987,43000
909.6,43551974,43000
909.9,43553025,43000
906.2,43554045,43000
909.9,43554045,43000
906.7,43555981,43000
906.5,43557010,43000
909.7,43558674,43000
909.9,43559072,43000
907.5,43560159,43000
909.9,43560159,43000
904.7,43562148,43000
909.1,43563153,43000
907.6,43564350,43000
907.5,43564350,43000
908.5,43566575,43000
907.6,43566575,43000
907.6,43568012,43000
905.5,43568012,43000
908.7,43570033,43000
910.0,43570033,43000
907.4,43572129,43000
909.8,43572129,43000
908.5,43574142,43000
909.1,43574448,43000
908.4,43575766,43000
908.1,43576664,43000
907.6,43577663,43000
908.7,43577663,43000
902.0,43579665,43000
910.0,43579665,43000
904.9,43582150,43000
908.1,43582150,43000
910.0,43584144,43000
907.7,43584144,43000
909.6,43586213,43000
909.2,43586213,43000
909.9,43587667,43000
910.4,43587667,43000
908.1,43589704,43000
905.2,43589704,43000
908.1,43591702,43000
909.9,43591702,43000
909.9,43593668,43000
907.9,43593668,43000
909.2,43595666,43000
906.7,43595666,43000
909.5,43597866,43000
907.7,43597866,43000
906.1,43599509,43000
908.4,43599509,43000
909.9,43601649,43000
909.9,43601649,43000
906.9,43603693,43000
909.0,43603693,43000
907.6,43605656,43000
909.9,43605656,43000
905.5,43607662,43000
907.6,43608674,43000
909.4,43609705,43000
907.6,43609705,43000
906.2,43611718,43000
909.9,43611718,43000
906.7,43613722,43000
909.9,43613722,43000
907.7,43615660,43000
911.4,43615660,43000
909.7,43618011,43000
909.9,43618011,43000
909.2,43619786,43000
907.0,43619786,43000
905.2,43621566,43000
909.7,43621566,43000
909.9,43623642,43000
909.9,43623642,43000
909.2,43625603,43000
907.1,43625603,43000
906.6,43627600,43000
905.2,43627600,43000
909.4,43629601,43000
904.9,43629601,43000
909.0,43631629,43000
911.6,43631629,43000
907.5,43633638,43000
909.8,43635144,43000
907.7,43636195,43000
909.9,43637884,43000
907.2,43637884,43000
907.1,43639184,43000
904.2,43640193,43000
907.2,43642084,43000
904.4,43642084,43000
906.1,43644099,43000
904.1,43644099,43000
908.1,43645289,43000
909.0,43645289,43000
905.7,43647312,43000
905.1,43647312,43000
908.6,43649291,43000
909.6,43649291,43000
909.1,43651302,43000
907.7,43651302,43000
909.7,43653002,43000
909.2,43654022,43000
906.5,43655241,43000
909.7,43655241,43000
909.1,43657270,43000
909.7,43657270,43000
906.5,43659248,43000
909.1,43659248,43000
906.9,43661249,43000
907.4,43661249,43000
905.8,43663313,43000
905.2,43663313,43000
904.3,43665251,43000
908.7,43665251,43000
906.1,43667301,43000
909.2,43667301,43000
909.4,43668833,43000
908.0,43669836,43000
907.5,43671753,43000
907.1,43671753,43000
908.0,43673230,43000
906.4,43674315,43000
905.8,43675399,43000
909.9,43675399,43000
909.9,43677243,43000
910.4,43678275,43000
909.9,43679274,43000
909.9,43679274,43000
909.3,43681251,43000
910.0,43681251,43000
909.9,43683375,43000
909.7,43683375,43000
907.7,43685446,43000
909.3,43685446,43000
910.1,43687456,43000
910.9,43687456,43000
910.5,43689394,43000
912.4,43689394,43000
911.3,43691408,43000
910.5,43691408,43000
909.5,43693280,43000
909.9,43693280,43000
909.9,43694758,43000
908.5,43695805,43000
907.4,43696767,43000
909.4,43697853,43000
907.7,43699322,43000
909.2,43699322,43000
910.2,43701556,43000
906.0,43701556,43000
904.1,43702540,43000
904.7,43703540,43000
908.5,43705539,43000
906.6,43705539,43000
909.2,43706665,43000
908.7,43707540,43000
906.6,43708683,43000
906.6,43709545,43000
908.1,43711537,43000
907.5,43711537,43000
908.8,43713539,43000
904.6,43713539,43000
909.6,43715564,43000
906.6,43715564,43000
909.1,43716608,43000
906.7,43716608,43000
908.9,43719457,43000
901.9,43719457,43000
906.8,43721467,43000
909.4,43721467,43000
905.9,43723181,43000
909.8,43724188,43000
909.7,43725197,43000
909.7,43725197,43000
909.3,43727258,43000
909.7,43727258,43000
908.9,43729251,43000
909.2,43729251,43000
909.2,43731191,43000
907.9,43731191,43000
912.2,43733243,43000
907.6,43733243,43000
911.3,43735233,43000
908.4,43735233,43000
907.1,43737223,43000
907.6,43737223,43000
903.0,43738899,43000
906.2,43738899,43000
904.5,43740916,43000
907.4,43740916,43000
907.0,43742909,43000
906.8,43742909,43000
903.9,43744914,43000
905.0,43744914,43000
906.1,43746913,43000
906.9,43746913,43000
906.4,43748918,43000
906.3,43748918,43000
908.9,43750931,43000
909.2,43750931,43000
909.7,43752978,43000
909.2,43752978,43000
903.3,43754921,43000
904.6,43754921,43000
908.8,43757653,43000
909.8,43757653,43000
903.2,43758734,43000
902.2,43758734,43000
909.7,43760658,43000
906.7,43760658,43000
909.9,43762697,43000
906.7,43762697,43000
909.4,43764693,43000
906.7,43764693,43000
906.7,43766875,43000
909.8,43766875,43000
909.9,43768941,43000
909.9,43768941,43000
909.2,43770931,43000
903.8,43770931,43000
905.2,43772810,43000
906.7,43774610,43000
909.6,43774610,43000
908.9,43776610,43000
909.5,43776610,43000
909.6,43778923,43000
905.6,43778923,43000
907.6,43780921,43000
909.4,43780921,43000
907.4,43782967,43000
907.5,43782967,43000
905.2,43784938,43000
909.2,43784938,43000
909.9,43787093,43000
906.9,43787093,43000
910.1,43788267,43000
907.0,43788267,43000
908.2,43790576,43000
909.0,43790576,43000
907.6,43792562,43000
909.9,43792562,43000
907.3,43794546,43000
909.5,43794546,43000
909.9,43796545,43000
911.7,43796545,43000
907.4,43798121,43000
906.9,43799133,43000
906.0,43801131,43000
907.0,43801131,43000
908.9,43802124,43000
909.4,43802124,43000
907.7,43804120,43000
909.9,43804120,43000
906.1,43806597,43000
907.4,43806597,43000
909.2,43809207,43000
909.2,43809207,43000
908.7,43810274,43000
907.7,43810274,43000
909.2,43812445,43000
905.5,43812445,43000
909.2,43814574,43000
908.4,43814574,43000
908.2,43816548,43000
905.2,43816548,43000
909.9,43818843,43000
906.9,43818843,43000
907.9,43820864,43000
909.9,43820864,43000
908.9,43821861,43000
908.5,43821861,43000
904.1,43824628,43000
909.2,43824628,43000
909.8,43826810,43000
909.5,43826810,43000
907.7,43828560,43000
907.0,43828560,43000
908.7,43830556,43000
909.2,43830556,43000
911.5,43832134,43000
909.9,43832134,43000
909.2,43834142,43000
907.7,43834142,43000
907.7,43836141,43000
909.9,43836141,43000
911.9,43838466,43000
907.7,43838466,43000
904.6,43840482,43000
909.0,43840482,43000
904.4,43842468,43000
908.9,43842468,43000
907.6,43844457,43000
903.9,43844457,43000
905.2,43846467,43000
907.7,43846750,43000
906.6,43848198,43000
906.2,43848198,43000
905.7,43849393,43000
908.7,43850402,43000
902.7,43852401,43000
908.3,43852401,43000
906.9,43854409,43000
907.8,43854409,43000
903.0,43856402,43000
907.6,43856402,43000
904.4,43858442,43000
909.7,43858442,43000
903.6,43860402,43000
907.6,43860402,43000
909.7,43862401,43000
905.8,43862401,43000
906.9,43864401,43000
905.5,43864401,43000
904.2,43865435,43000
904.5,43866400,43000
908.9,43868227,43000
902.5,43868227,43000
909.2,43870255,43000
904.6,43870738,43000
909.6,43871797,43000
909.6,43872500,43000
907.7,43873973,43000
906.5,43873973,43000
905.1,43876393,43000
906.7,43876393,43000
910.1,43877568,43000
909.7,43877568,43000
909.7,43879555,43000
905.9,43879555,43000
903.9,43881517,43000
904.9,43881517,43000
907.0,43883659,43000
907.4,43883659,43000
906.6,43885518,43000
905.4,43886514,43000
906.9,43887932,43000
904.5,43887932,43000
905.2,43890643,43000
907.3,43890643,43000
906.6,43891721,43000
905.2,43891721,43000
906.1,43893656,43000
909.9,43893656,43000
907.6,43895830,43000
908.9,43895830,43000
909.9,43898051,43000
906.1,43898197,43000
909.9,43899967,43000
912.2,43899967,43000
904.1,43901807,43000
907.7,43901807,43000
906.7,43903401,43000
906.9,43904438,43000
906.7,43905477,43000
904.1,43905477,43000
906.9,43907439,43000
908.8,43907439,43000
907.7,43909436,43000
907.4,43909436,43000
909.1,43911459,43000
910.0,43911459,43000
914.2,43913441,43000
907.7,43915484,43000
910.5,43915484,43000
907.7,43918134,43000
909.9,43918134,43000
908.9,43920169,43000
910.8,43920169,43000
909.9,43921513,43000
911.4,43921513,43000
907.6,43923524,43000
907.7,43923524,43000
909.9,43925587,43000
904.7,43925587,43000
904.5,43927597,43000
909.9,43927597,43000
912.0,43929667,43000
909.7,43930529,43000
908.5,43931558,43000
909.2,43931558,43000
909.9,43932992,43000
909.7,43934295,43000
909.1,43935294,43000
909.4,43935294,43000
907.4,43937374,43000
906.9,43937374,43000
909.2,43939646,43000
907.7,43939646,43000
906.6,43941770,43000
906.9,43941770,43000
909.8,43943802,43000
907.7,43943802,43000
907.6,43945779,43000
903.9,43945779,43000
908.8,43947848,43000
907.7,43947848,43000
907.7,43949903,43000
907.8,43949903,43000
907.6,43951864,43000
905.0,43951864,43000
908.2,43952926,43000
907.2,43953873,43000
907.0,43954939,43000
909.9,43955865,43000
906.6,43957263,43000
909.9,43957263,43000
907.7,43959264,43000
909.4,43959264,43000
905.3,43961266,43000
908.9,43961266,43000
907.2,43963475,43000
909.1,43963475,43000
906.0,43965659,43000
906.6,43965659,43000
906.1,43967716,43000
908.5,43967904,43000
909.5,43970073,43000
903.8,43970073,43000
906.9,43972211,43000
904.5,43972211,43000
905.2,43973305,43000
906.7,43974228,43000
909.0,43975265,43000
907.5,43975265,43000
909.2,43977286,43000
909.6,43977286,43000
904.4,43979286,43000
907.4,43979286,43000
907.7,43981376,43000
906.9,43981376,43000
909.1,43983272,43000
907.0,43983272,43000
907.5,43985261,43000
908.7,43985261,43000
907.1,43987269,43000
904.5,43987269,43000
909.6,43989662,43000
908.8,43990245,43000
909.6,43991269,43000
909.6,43991269,43000
904.5,43993410,43000
909.4,43993410,43000
905.7,43995474,43000
906.4,43995474,43000
908.2,43997422,44000
909.8,43998487,44000
906.9,43999421,44000
906.7,43999421,44000
909.7,44000550,44000
908.9,44001477,44000
909.0,44003444,44000
909.9,44003444,44000
906.0,44005296,44000
906.3,44005296,44000
909.6,44007587,44000
906.6,44007718,44000
903.4,44009840,44000
906.4,44009840,44000
909.5,44011051,44000
906.1,44011051,44000
906.4,44013233,44000
906.9,44014141,44000
907.1,44015164,44000
908.0,44015164,44000
902.0,44017506,44000
907.4,44017506,44000
909.3,44019516,44000
909.5,44019516,44000
909.0,44021624,44000
909.5,44022578,44000
908.4,44022578,44000
909.9,44023570,44000
908.3,44025516,44000
909.4,44026563,44000
906.2,44026563,44000
908.1,44026563,44000
908.9,44029654,44000
908.6,44029654,44000
906.8,44031054,44000
907.7,44031054,44000
907.8,44033672,44000
908.2,44033672,44000
905.0,44035606,44000
909.3,44035606,44000
907.6,44036717,44000
904.4,44036717,44000
908.6,44039585,44000
905.8,44039585,44000
905.7,44040662,44000
903.8,44040662,44000
908.7,44043552,44000
907.2,44043552,44000
909.8,44045520,44000
905.9,44045520,44000
908.2,44046624,44000
908.0,44046624,44000
909.9,44048575,44000
903.2,44048575,44000
909.1,44050661,44000
906.8,44052659,44000
904.7,44052659,44000
909.1,44054656,44000
909.9,44054656,44000
907.6,44057245,44000
909.9,44057245,44000
909.9,44058793,44000
906.0,44058793,44000
908.9,44060961,44000
907.3,44061845,44000
904.8,44062931,44000
909.9,44063856,44000
909.8,44064795,44000
904.2,44064795,44000
904.4,44066720,44000
907.6,44066720,44000
908.5,44068021,44000
907.7,44068021,44000
907.5,44070046,44000
908.4,44071024,44000
904.4,44073022,44000
903.8,44073022,44000
909.0,44074019,44000
908.1,44074918,44000
907.3,44076786,44000
905.1,44077678,44000
908.6,44078641,44000
907.0,44078641,44000
902.5,44080204,44000
909.9,44080204,44000
905.8,44082222,44000
907.2,44082222,44000
906.7,44084222,44000
904.3,44084222,44000
904.4,44086654,44000
911.4,44086654,44000
908.1,44087921,44000
908.7,44087921,44000
903.8,44090701,44000
903.8,44090701,44000
909.4,44092467,44000
910.0,44092467,44000
907.2,44094258,44000
909.1,44094853,44000
907.9,44096279,44000
908.2,44096789,44000
905.8,44098374,44000
905.7,44098374,44000
908.7,44100406,44000
909.1,44100406,44000
909.2,44102610,44000
906.9,44103137,44000
908.2,44104440,44000
905.2,44104440,44000
904.6,44106793,44000
907.4,44106943,44000
909.6,44108493,44000
907.4,44108493,44000
906.9,44110483,44000
909.0,44110758,44000
908.3,44111999,44000
905.0,44111999,44000
907.7,44114438,44000
902.5,44114438,44000
910.7,44116365,44000
904.3,44116864,44000
905.5,44118407,44000
910.0,44119115,44000
909.5,44120297,44000
909.5,44120791,44000
909.9,44121838,44000
908.5,44121838,44000
909.2,44124151,44000
909.9,44124151,44000
909.9,44126357,44000
909.6,44126357,44000
908.0,44128242,44000
909.3,44128242,44000
909.8,44130497,44000
909.2,44130497,44000
909.8,44131708,44000
909.7,44131708,44000
906.7,44134323,44000
907.7,44134323,44000
909.4,44136325,44000
909.9,44136325,44000
909.7,44138326,44000
907.6,44138326,44000
908.6,44140325,44000
905.4,44140325,44000
909.5,44142414,44000
909.0,44142414,44000
903.2,44143707,44000
906.7,44143707,44000
910.7,44145780,44000
909.2,44145780,44000
909.9,44147823,44000
907.5,44147823,44000
909.2,44149924,44000
912.2,44149924,44000
909.6,44151923,44000
910.0,44151923,44000
907.6,44154218,44000
910.8,44154218,44000
910.7,44155739,44000
909.2,44155739,44000
908.9,44157736,44000
907.4,44157736,44000
905.7,44160631,44000
906.8,44160631,44000
906.9,44161630,44000
909.7,44161630,44000
907.2,44163976,44000
911.1,44163976,44000
907.5,44166040,44000
906.8,44166040,44000
906.9,44167992,44000
903.3,44167992,44000
906.2,44169280,44000
905.1,44170320,44000
906.6,44171319,44000
909.9,44171319,44000
906.2,44175364,44000
907.6,44176330,44000
908.9,44176330,44000
904.6,44177328,44000
904.8,44178341,44000
907.3,44179402,44000
909.1,44179898,44000
902.0,44179898,44000
906.8,44182374,44000
907.2,44182529,44000
905.6,44184038,44000
906.6,44184038,44000
900.7,44186055,44000
906.4,44186055,44000
906.7,44188195,44000
909.8,44188195,44000
908.7,44190024,44000
906.1,44192055,44000
907.0,44192055,44000
906.1,44194055,44000
906.8,44194055,44000
907.4,44196051,44000
907.3,44196051,44000
906.1,44197045,44000
907.5,44198235,44000
907.5,44199236,44000
909.2,44199236,44000
906.8,44201236,44000
900.5,44201236,44000
905.3,44203236,44000
907.6,44203236,44000
909.7,44205289,44000
902.7,44205289,44000
903.9,44207536,44000
908.7,44207536,44000
909.8,44209547,44000
907.0,44210535,44000
908.4,44211538,44000
908.9,44211538,44000
907.5,44213538,44000
908.9,44213538,44000
907.7,44215730,44000
906.5,44216232,44000
906.6,44217737,44000
907.7,44217737,44000
907.4,44219773,44000
905.8,44219773,44000
909.2,44221381,44000
907.7,44221381,44000
903.7,44223424,44000
909.8,44223424,44000
909.9,44225400,44000
